tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_correction	specimen_dec	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Simpson Island	SI6-247.7	SI6(245.4 to 252.7)	SI6-247.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		93.3	-58.5	1.5	10	100
This study	Simpson Island	SI6-248.1	SI6(245.4 to 252.7)	SI6-248.1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.015	T		98.1	-52.3	1.9	8	100
This study	Simpson Island	SI6-248.8	SI6(245.4 to 252.7)	SI6-248.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		117.5	-59	2.4	7	100
This study	Simpson Island	SI6-248.9	SI6(245.4 to 252.7)	SI6-248.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		118.7	-51.5	2.1	7	100
This study	Simpson Island	SI6-249.2	SI6(245.4 to 252.7)	SI6-249.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.01	T		105.9	-57.7	0.5	11	100
This study	Simpson Island	SI6-251.0	SI6(245.4 to 252.7)	SI6-251.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T		116.3	-53.6	1.7	9	100
This study	Simpson Island	SI6-251.2	SI6(245.4 to 252.7)	SI6-251.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T		107.1	-52.4	1.5	9	100
This study	Simpson Island	SI6-274.2	SI6(268.4 to 289.5)	SI6-274.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		86.8	-68.6	0.8	11	100
This study	Simpson Island	SI6-274.3	SI6(268.4 to 289.5)	SI6-274.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		95.1	-69.2	0.6	11	100
This study	Simpson Island	SI6-274.9	SI6(268.4 to 289.5)	SI6-274.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		91.9	-65.1	0.8	11	100
This study	Simpson Island	SI6-275.3	SI6(268.4 to 289.5)	SI6-275.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		100.0	-71	0.5	11	100
This study	Simpson Island	SI6-276.3	SI6(268.4 to 289.5)	SI6-276.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		95.8	-62.9	0.3	12	100
This study	Simpson Island	SI6-277.0	SI6(268.4 to 289.5)	SI6-277.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		90.3	-61.1	0.7	11	100
This study	Simpson Island	SI6-277.3	SI6(268.4 to 289.5)	SI6-277.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		86.3	-68.2	0.9	11	100
This study	Simpson Island	SI6-277.5	SI6(268.4 to 289.5)	SI6-277.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		98.9	-64.1	0.9	11	100
This study	Simpson Island	SI6-291.4	SI6(289.8 to 301.1)	SI6-291.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.02	T		116.1	-61.3	1.9	7	100
This study	Simpson Island	SI6-291.8	SI6(289.8 to 301.1)	SI6-291.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.008	T		113.2	-65.9	0.7	11	100
This study	Simpson Island	SI6-293.2	SI6(289.8 to 301.1)	SI6-293.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		98.1	-56	0.9	10	100
This study	Simpson Island	SI6-294.0	SI6(289.8 to 301.1)	SI6-294.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T		96.2	-51.3	0.9	9	100
This study	Simpson Island	SI6-294.4	SI6(289.8 to 301.1)	SI6-294.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		100.0	-68	0.3	12	100
This study	Simpson Island	SI6-294.6	SI6(289.8 to 301.1)	SI6-294.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		100.0	-67.2	0.7	11	100
This study	Simpson Island	SI6-295.2	SI6(289.8 to 301.1)	SI6-295.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		93.1	-54.9	0.4	12	100
This study	Simpson Island	SI6-296.2	SI6(289.8 to 301.1)	SI6-296.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		102.1	-61.6	0.8	12	100
This study	Simpson Island	SI6-41.6	SI6(40.6 to 57.8)	SI6-41.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		33.0	-32.9	0.2	13	100
This study	Simpson Island	SI6-42.6	SI6(40.6 to 57.8)	SI6-42.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		92.9	-60	0.5	13	100
This study	Simpson Island	SI6-43.5	SI6(40.6 to 57.8)	SI6-43.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		79.6	-69.1	0.5	13	100
This study	Simpson Island	SI6-43.6	SI6(40.6 to 57.8)	SI6-43.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		104.1	-66.6	0.8	11	100
This study	Simpson Island	SI6-43.8	SI6(40.6 to 57.8)	SI6-43.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		99.2	-63.8	1.2	13	100
This study	Simpson Island	SI6-46.5	SI6(40.6 to 57.8)	SI6-46.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		345.2	-71.3	0.3	12	100
This study	Simpson Island	SI6-46.6	SI6(40.6 to 57.8)	SI6-46.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		113.6	-68.7	0.5	13	100
This study	Simpson Island	SI6-50.9	SI6(40.6 to 57.8)	SI6-50.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		84.3	-61.4	0.6	13	100
This study	Simpson Island	SI6-78.05	SI6(76.5 to 94.1)	SI6-78.05a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		103.0	-82.9	0.3	10	100
This study	Simpson Island	SI6-78.20	SI6(76.5 to 94.1)	SI6-78.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		92.8	-69.1	0.1	12	100
This study	Simpson Island	SI6-78.40	SI6(76.5 to 94.1)	SI6-78.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		102.2	-72	0.2	12	100
This study	Simpson Island	SI6-79.80	SI6(76.5 to 94.1)	SI6-79.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		105.6	-68	0.7	12	100
This study	Simpson Island	SI6-79.85	SI6(76.5 to 94.1)	SI6-79.85a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		101.7	-68.7	0.6	12	100
This study	Simpson Island	SI6-79.90	SI6(76.5 to 94.1)	SI6-79.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		148.6	-75.1	0.6	11	100
This study	Simpson Island	SI6-80.40	SI6(76.5 to 94.1)	SI6-80.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		97.0	-65	0.2	13	100
This study	Simpson Island	SI6-95.40	SI6(94.1 to 104.2)	SI6-95.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		96.2	-79.3	0.6	10	100
This study	Simpson Island	SI6-95.50	SI6(94.1 to 104.2)	SI6-95.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		95.9	-75.6	0.5	13	100
This study	Simpson Island	SI6-95.51	SI6(94.1 to 104.2)	SI6-95.51a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		122.8	-76	0.9	13	100
This study	Simpson Island	SI6-95.60	SI6(94.1 to 104.2)	SI6-95.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		103.4	-77.7	0.6	12	100
This study	Simpson Island	SI6-96.38	SI6(94.1 to 104.2)	SI6-96.38a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		91.1	-83.4	0.4	11	100
This study	Simpson Island	SI6-96.40	SI6(94.1 to 104.2)	SI6-96.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		71.0	-45.1	0.6	11	100
This study	Simpson Island	SI6-96.60	SI6(94.1 to 104.2)	SI6-96.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		252.4	-74.1	0.7	13	100
This study	Simpson Island	SI7-0.2	SI7(0.0 to 3.9)	SI7-0.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		131.5	-49.3	1.1	10	100
This study	Simpson Island	SI7-0.5	SI7(0.0 to 3.9)	SI7-0.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		127.4	-44.9	1.4	8	100
This study	Simpson Island	SI7-1.0	SI7(0.0 to 3.9)	SI7-1.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		134.0	-48.3	1.4	10	100
This study	Simpson Island	SI7-1.1	SI7(0.0 to 3.9)	SI7-1.1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		127.9	-50.4	1.6	9	100
This study	Simpson Island	SI7-1.4	SI7(0.0 to 3.9)	SI7-1.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		126.9	-45.8	2.3	8	100
This study	Simpson Island	SI7-10.9	SI7(9.6 to 18.0)	SI7-10.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T		108.7	-65.9	0.8	9	100
This study	Simpson Island	SI7-11.80	SI7(9.6 to 18.0)	SI7-11.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T		116.9	-52.8	1.3	9	100
This study	Simpson Island	SI7-12.70	SI7(9.6 to 18.0)	SI7-12.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.05	T		119.5	-54	3.6	8	100
This study	Simpson Island	SI7-13.20	SI7(9.6 to 18.0)	SI7-13.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.03	T		129.7	-48.7	3	10	100
This study	Simpson Island	SI7-13.70	SI7(9.6 to 18.0)	SI7-13.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		125.6	-42.5	1.7	11	100
This study	Simpson Island	SI7-15.6	SI7(9.6 to 18.0)	SI7-15.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.05	T		115.4	-59.4	3.1	8	100
This study	Simpson Island	SI7-16.0	SI7(9.6 to 18.0)	SI7-16.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.05	T		117.3	-64.7	2	8	100
This study	Simpson Island	SI7-2.4	SI7(0.0 to 3.9)	SI7-2.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		125.4	-53.5	1.7	10	100
This study	Simpson Island	SI7-2.6	SI7(0.0 to 3.9)	SI7-2.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.05	T		129.1	-49.8	2.3	9	100
This study	Simpson Island	SI7-2.7	SI7(0.0 to 3.9)	SI7-2.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.06	T		126.3	-45.3	2.6	8	100
This study	Simpson Island	SI7-3.94	SI7(3.9 to 5.4)	SI7-3.94a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		134.4	-56.7	0.2	11	100
This study	Simpson Island	SI7-3.95	SI7(3.9 to 5.4)	SI7-3.95a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		132.9	-62.6	0.3	11	100
This study	Simpson Island	SI7-3.96	SI7(3.9 to 5.4)	SI7-3.96a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		111.5	-54.5	0.6	11	100
This study	Simpson Island	SI7-3.98	SI7(3.9 to 5.4)	SI7-3.98a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		127.4	-60	1.4	11	100
This study	Simpson Island	SI7-4.20	SI7(3.9 to 5.4)	SI7-4.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.05	T		134.0	-48.8	3.9	8	100
This study	Simpson Island	SI7-4.70	SI7(3.9 to 5.4)	SI7-4.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.02	T		142.6	-57.9	1.5	12	100
This study	Simpson Island	SI7-4.75	SI7(3.9 to 5.4)	SI7-4.75a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.025	T		142.0	-31.6	5.7	10	100
This study	Simpson Island	SI8-1.70	SI8(0.0 to 3.9)	SI8-1.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		115.4	-67.1	0.7	13	100
This study	Simpson Island	SI8-1.80	SI8(0.0 to 3.9)	SI8-1.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		136.2	-69.1	0.3	13	100
This study	Simpson Island	SI8-1.90	SI8(0.0 to 3.9)	SI8-1.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		134.3	-71	0.6	13	100
This study	Simpson Island	SI8-108.6	SI8(106.6 to 115.4)	SI8-108.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		89.0	-63.4	0.1	12	100
This study	Simpson Island	SI8-109.8	SI8(106.6 to 115.4)	SI8-109.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		110.5	-67.2	0.3	12	100
This study	Simpson Island	SI8-111.2	SI8(106.6 to 115.4)	SI8-111.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		83.6	-67	0.2	12	100
This study	Simpson Island	SI8-111.6	SI8(106.6 to 115.4)	SI8-111.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		78.5	-62.9	0.3	12	100
This study	Simpson Island	SI8-111.8	SI8(106.6 to 115.4)	SI8-111.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		100.4	-67.5	0.3	12	100
This study	Simpson Island	SI8-113.6	SI8(106.6 to 115.4)	SI8-113.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		108.7	-65.3	0.7	12	100
This study	Simpson Island	SI8-114.4	SI8(106.6 to 115.4)	SI8-114.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		130.9	-49.3	0.4	12	100
This study	Simpson Island	SI8-115.4	SI8(106.6 to 115.4)	SI8-115.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		118.8	-69.6	0.3	12	100
This study	Simpson Island	SI8-2.00	SI8(0.0 to 3.9)	SI8-2.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		126.1	-71	0.4	13	100
This study	Simpson Island	SI8-2.30	SI8(0.0 to 3.9)	SI8-2.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		123.9	-69.6	0.3	13	100
This study	Simpson Island	SI8-2.70	SI8(0.0 to 3.9)	SI8-2.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		125.2	-65.1	0.5	13	100
This study	Simpson Island	SI8-2.75	SI8(0.0 to 3.9)	SI8-2.75a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		124.0	-67	0.5	13	100
This study	Simpson Island	SI8-28.7	SI8(19.3 to 45.0)	SI8-28.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		111.5	-52.7	0.8	13	100
This study	Simpson Island	SI8-29.7	SI8(19.3 to 45.0)	SI8-29.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		111.1	-61.7	0.4	13	100
This study	Simpson Island	SI8-29.9	SI8(19.3 to 45.0)	SI8-29.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		92.4	-51.1	0.7	13	100
This study	Simpson Island	SI8-3.30	SI8(0.0 to 3.9)	SI8-3.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		126.0	-70.4	0.6	13	100
This study	Simpson Island	SI8-31.5	SI8(19.3 to 45.0)	SI8-31.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		98.5	-57.2	0.3	13	100
This study	Simpson Island	SI8-31.7	SI8(19.3 to 45.0)	SI8-31.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		100.4	-61.4	0.3	13	100
This study	Simpson Island	SI8-32.4	SI8(19.3 to 45.0)	SI8-32.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		112.7	-58	0.4	13	100
This study	Simpson Island	SI8-32.8	SI8(19.3 to 45.0)	SI8-32.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		122.6	-66.8	0.9	13	100
This study	Simpson Island	SI8-35.2	SI8(19.3 to 45.0)	SI8-35.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		127.4	-60	1.5	13	100
This study	Simpson Island	SI8-50.0	SI8(47.5 to 56.7)	SI8-50.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		124.7	-65.2	3.5	10	100
This study	Simpson Island	SI8-50.5	SI8(47.5 to 56.7)	SI8-50.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		115.3	-56.9	2.1	10	100
This study	Simpson Island	SI8-50.6	SI8(47.5 to 56.7)	SI8-50.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		111.5	-60.7	2.6	10	100
This study	Simpson Island	SI8-51.3	SI8(47.5 to 56.7)	SI8-51.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		128.0	-60.6	1.9	10	100
This study	Simpson Island	SI8-52.2	SI8(47.5 to 56.7)	SI8-52.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		126.3	-68.7	0.5	10	100
This study	Simpson Island	SI8-53.0	SI8(47.5 to 56.7)	SI8-53.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		125.6	-73.3	0.4	10	100
This study	Simpson Island	SI8-53.2	SI8(47.5 to 56.7)	SI8-53.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		18.1	-44.5	2.5	10	100
This study	Simpson Island	SI8-54.0	SI8(47.5 to 56.7)	SI8-54.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		202.9	-20.5	0.6	10	100
This study	Simpson Island	SI8-6.0	SI8(3.9 to 19.3)	SI8-6.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		124.9	-72.1	0.7	13	100
This study	Simpson Island	SI8-6.2	SI8(3.9 to 19.3)	SI8-6.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		147.5	-78.4	0.3	13	100
This study	Simpson Island	SI8-6.3	SI8(3.9 to 19.3)	SI8-6.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		111.1	-72.3	0.6	13	100
This study	Simpson Island	SI8-6.4	SI8(3.9 to 19.3)	SI8-6.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		109.6	-73.8	0.4	13	100
This study	Simpson Island	SI8-6.5	SI8(3.9 to 19.3)	SI8-6.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		116.2	-63.6	0.3	13	100
This study	Simpson Island	SI8-7.8	SI8(3.9 to 19.3)	SI8-7.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		116.3	-74	0.5	13	100
This study	Simpson Island	SI8-70.3	SI8(62.9 to 84.4)	SI8-70.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		111.7	-72	0.8	11	100
This study	Simpson Island	SI8-70.4	SI8(62.9 to 84.4)	SI8-70.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		114.5	-70.1	0.7	11	100
This study	Simpson Island	SI8-70.7	SI8(62.9 to 84.4)	SI8-70.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		107.5	-73.4	0.2	11	100
This study	Simpson Island	SI8-72.1	SI8(62.9 to 84.4)	SI8-72.1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		97.6	-65.2	0.6	11	100
This study	Simpson Island	SI8-72.3	SI8(62.9 to 84.4)	SI8-72.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		94.7	-66	0.7	11	100
This study	Simpson Island	SI8-72.9	SI8(62.9 to 84.4)	SI8-72.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		99.4	-69.3	0.6	11	100
This study	Simpson Island	SI8-73.2	SI8(62.9 to 84.4)	SI8-73.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		110.0	-71.1	0.3	11	100
This study	Simpson Island	SI8-73.4	SI8(62.9 to 84.4)	SI8-73.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		96.5	-68.1	0.7	11	100
This study	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		85.7	-63.7	0.5	12	100
This study	Simpson Island	SI8-9.0	SI8(3.9 to 19.3)	SI8-9.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		138.8	-63.1	0.5	13	100
This study	Simpson Island	SI8-9.2	SI8(3.9 to 19.3)	SI8-9.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		38.1	-45	0.6	13	100
This study	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		104.0	-74.9	0.2	12	100
This study	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		74.4	-67.1	0.2	12	100
This study	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		78.7	-68.3	0.4	12	100
This study	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		73.0	-65	0.2	12	100
This study	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		66.5	-62.7	0.5	12	100
This study	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		91.8	-63.3	0.6	12	100
This study	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		81.5	-60.4	1	12	100
This study	Simpson Island	SI8-D1	SI8(D1-D9)	SI8-D1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		131.3	-25.6	5.5	10	100
This study	Simpson Island	SI8-D2	SI8(D1-D9)	SI8-D2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		116.1	-30.5	3.3	10	100
This study	Simpson Island	SI8-D3	SI8(D1-D9)	SI8-D3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		124.6	-38.8	2.9	10	100
This study	Simpson Island	SI8-D5	SI8(D1-D9)	SI8-D5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		126.6	-39.8	2.9	10	100
This study	Simpson Island	SI8-D6	SI8(D1-D9)	SI8-D6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		116.2	-37.9	1.2	10	100
This study	Simpson Island	SI8-D7	SI8(D1-D9)	SI8-D7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		115.4	-39.9	0.9	10	100
This study	Simpson Island	SI8-D8	SI8(D1-D9)	SI8-D8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		113.4	-38.2	0.9	10	100
This study	Simpson Island	SI8-D9	SI8(D1-D9)	SI8-D9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.005	T		115.6	-36.5	1.6	10	100
This study	Simpson Island	SI9-14.00	SI9(12.0 to 21.2)	SI9-14.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		64.0	-58.7	0.6	13	100
This study	Simpson Island	SI9-14.20	SI9(12.0 to 21.2)	SI9-14.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		61.0	-67.8	0.9	13	100
This study	Simpson Island	SI9-14.21	SI9(12.0 to 21.2)	SI9-14.21a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.008	T		55.7	-69.8	0.8	12	100
